VLFPWR,LFPWR,HFPWR,VLFP,LFP,HFP,VLFWFV,LFWFV,HFWFV,TP,LFHF,FREQRATIO,FREQRATIOV,NFBV,PR,SDNN,O2SD,BR,SDBB,MINVENT
46.985616,77.104833,90.204394,29.854956,92.441476,96.372099,119.205611,96.577538,96.850266,86.270981,83.947005,34.493198,35.010268,50.190126,93.764529,47.419667,82.623658,0.000000,0.000000,0.000000
70.314607,94.659065,92.621972,29.854956,92.441476,101.444315,102.289284,97.040161,96.390336,97.826580,100.368975,63.289088,65.328828,72.108971,93.284208,62.034858,81.724293,0.000000,0.000000,0.000000
69.950743,105.869109,90.341151,29.854956,97.879210,95.104045,104.551230,93.023285,98.935509,90.552326,115.089297,63.534491,67.826051,71.767102,94.979748,65.128197,79.802370,0.000000,0.000000,0.000000
71.198397,106.362269,85.446974,29.854956,119.630146,95.104045,106.548963,94.413647,98.608120,87.948292,122.248125,63.523910,69.633792,72.939340,94.028613,65.858117,71.402081,0.000000,0.000000,0.000000
76.945581,107.344264,88.255925,119.419823,119.630146,100.176261,105.676588,94.755857,99.070856,88.337515,119.450032,68.566466,76.614764,78.339130,92.409175,68.845387,79.977011,0.000000,0.000000,0.000000
84.416455,97.102061,85.093852,89.564867,119.630146,101.444315,105.644296,96.522194,99.354815,84.960088,112.067985,73.250207,87.310724,85.358419,93.313178,70.265454,79.248545,0.000000,0.000000,0.000000
82.299882,95.914350,87.651991,119.419823,97.879210,100.176261,108.769870,95.082987,99.411595,84.323041,107.466499,69.678232,83.393067,83.369784,96.149899,68.702452,80.909947,0.000000,0.000000,0.000000
85.421607,98.249051,84.108103,89.564867,97.879210,102.712369,105.669979,92.938928,99.982045,81.620201,114.720710,73.533120,90.414059,86.302814,94.353410,69.824977,76.925439,0.000000,0.000000,0.000000
86.003246,92.981243,84.129643,89.564867,130.505614,103.980423,108.160878,93.487757,100.188440,77.443665,108.541946,71.850599,92.074518,86.849294,95.009781,68.528781,73.702848,0.000000,0.000000,0.000000
88.057736,93.652567,86.453287,89.564867,130.505614,103.980423,110.130533,93.809292,99.911945,80.278020,106.387224,72.127229,91.669427,88.779598,96.350307,68.970968,94.488903,0.000000,0.000000,0.000000
88.375921,93.000216,74.713572,89.564867,130.505614,105.248477,111.839813,93.951708,102.212845,70.555862,122.246310,71.541590,96.710550,89.078551,96.412140,69.246334,97.867592,0.000000,0.000000,0.000000
87.364170,92.118445,75.783171,89.564867,114.192412,105.248477,109.993310,93.188381,102.542523,69.554798,119.378227,71.826419,97.190849,88.127956,101.184857,68.954223,97.066278,0.000000,0.000000,0.000000
85.136698,86.505686,75.561852,89.564867,87.003743,105.248477,108.037945,94.128787,101.759023,72.104742,112.432888,69.884253,94.247788,86.035126,93.197405,65.526210,96.604084,0.000000,0.000000,0.000000
70.010258,74.889352,88.800405,29.854956,76.128275,106.516531,103.272088,96.746915,103.419059,75.615200,82.824042,62.256568,77.346909,71.823020,97.301954,61.354906,93.673698,0.000000,0.000000,0.000000
115.650641,78.499432,76.487849,29.854956,76.128275,106.516531,102.281267,105.062536,103.479511,78.161081,100.791839,104.031022,129.642598,114.704622,100.373620,94.310330,104.636178,0.000000,0.000000,0.000000
129.995512,94.131572,89.767707,29.854956,76.128275,64.670751,101.687872,100.203791,98.630568,91.785906,102.983224,114.597092,138.768881,128.182402,98.369106,99.502020,98.068391,0.000000,0.000000,0.000000
140.645234,84.744993,80.299708,119.419823,76.128275,64.670751,96.001599,103.643376,99.256847,83.960032,103.645722,125.520519,159.058452,138.188390,95.919691,103.976800,103.660207,0.000000,0.000000,0.000000
148.766401,88.414737,77.316649,119.419823,76.128275,64.670751,96.778676,102.321714,101.973935,80.128761,112.305994,132.937748,170.305231,145.818664,93.676830,110.763647,91.940979,0.000000,0.000000,0.000000
166.797029,92.841047,91.902673,119.419823,87.003743,91.299884,99.320748,103.649978,100.372137,92.913881,99.211767,145.658298,182.389864,162.759412,95.614458,119.509658,94.318442,0.000000,0.000000,0.000000
181.535331,100.234218,97.821603,29.854956,76.128275,91.299884,93.815586,108.246037,99.804159,107.445685,100.631172,162.572834,194.308910,176.606842,94.979748,131.490933,93.219456,0.000000,0.000000,0.000000
178.930551,91.799935,92.173761,29.854956,87.003743,86.227668,86.125643,108.153857,98.850093,100.850130,97.810700,166.838193,199.598726,174.159511,94.919739,134.531921,93.297796,0.000000,0.000000,0.000000
184.357057,112.656111,95.975996,29.854956,97.879210,95.104045,88.055137,107.984664,97.731272,118.057371,115.277202,169.870878,194.770645,179.258006,95.523266,136.812630,97.384804,0.000000,0.000000,0.000000
193.010001,129.556644,114.501993,29.854956,130.505614,65.938805,90.922780,109.854726,97.732518,141.514297,111.121462,175.997969,189.514200,187.387913,101.406829,142.700361,122.099399,0.000000,0.000000,0.000000
187.796573,127.872635,119.462444,29.854956,130.505614,95.104045,93.202430,112.588293,97.725950,147.279059,105.122946,171.466498,178.748415,182.489617,99.050085,141.560304,148.302069,0.000000,0.000000,0.000000
197.455419,130.662053,112.704499,119.419823,81.566009,95.104045,97.966460,110.706528,96.334864,144.482677,113.856944,173.220153,188.860707,191.564624,108.315946,140.006465,166.728313,0.000000,0.000000,0.000000
171.654898,126.701940,116.193071,59.709911,81.566009,95.104045,101.535195,112.290900,96.921837,147.127525,107.091336,146.487043,155.164058,167.323642,91.620196,118.445119,167.492524,0.000000,0.000000,0.000000
170.815554,123.492624,117.532572,59.709911,174.007485,95.104045,101.121612,113.149771,95.897190,150.475989,103.189161,146.096152,152.475087,166.535033,94.957236,118.126174,167.336708,0.000000,0.000000,0.000000
157.061800,132.991197,131.526713,59.709911,174.007485,95.104045,102.450630,116.417225,97.550315,164.537903,99.302510,135.670783,127.472180,153.612639,96.466308,113.347047,166.812911,0.000000,0.000000,0.000000
151.247138,132.589549,129.519119,29.854956,174.007485,95.104045,101.945648,115.275050,96.545405,163.872977,100.537183,128.195448,121.376020,148.149451,87.715204,104.415086,164.483994,0.000000,0.000000,0.000000
153.492611,130.854845,132.785380,89.564867,174.007485,65.938805,110.357448,114.672788,98.406556,160.436044,96.781165,127.043531,121.093972,150.259194,85.542614,108.386837,164.712075,0.000000,0.000000,0.000000
124.358704,133.650750,124.479124,238.839645,174.007485,65.938805,122.853244,112.014634,97.878531,152.266045,105.445045,101.149597,84.611941,122.886317,89.491715,100.684695,165.147191,0.000000,0.000000,0.000000
124.895174,133.239547,125.282578,119.419823,174.007485,96.372099,123.693426,112.419557,98.115220,152.732984,104.446469,100.626972,84.475450,123.390359,94.755103,99.992727,166.728049,0.000000,0.000000,0.000000
122.526773,126.695103,119.363407,238.839645,174.007485,96.372099,122.676024,108.425731,97.601953,137.187246,104.241325,98.700460,91.368306,121.165118,99.740559,97.673433,158.472746,0.000000,0.000000,0.000000
117.560039,120.470432,105.554524,238.839645,76.128275,91.299884,118.306399,107.201395,98.096042,127.063171,112.086915,92.618033,94.026190,116.498604,89.678685,86.682602,125.849839,0.000000,0.000000,0.000000
111.396492,122.561468,103.983953,149.274778,76.128275,98.908207,121.885867,106.283596,99.283930,125.501819,115.754779,86.470949,85.665236,110.707619,91.592267,84.714495,104.238550,0.000000,0.000000,0.000000
108.691122,116.466851,102.628325,149.274778,76.128275,65.938805,115.627737,105.355066,98.802997,120.082548,111.451622,87.793905,89.317693,108.165778,98.805798,83.682165,49.339637,0.000000,0.000000,0.000000
85.263824,111.444757,106.002311,149.274778,81.566009,98.908207,116.191346,105.044334,99.322659,116.602025,103.251319,66.884807,63.709074,86.154567,90.762251,67.838091,43.373428,0.000000,0.000000,0.000000
83.788593,103.865073,101.892203,238.839645,81.566009,97.640153,113.941646,102.780357,99.503470,106.067622,100.110557,65.959497,69.440510,84.768509,95.432248,65.300766,44.423416,0.000000,0.000000,0.000000
85.367524,93.436146,85.728300,208.984690,76.128275,98.908207,113.892491,97.004334,100.115334,87.853508,107.038991,65.839645,81.925591,86.251999,90.680076,63.444343,43.357931,0.000000,0.000000,0.000000
77.486945,97.394867,83.641293,29.854956,76.128275,98.908207,113.918925,96.390766,100.857457,86.358526,114.358021,60.471783,73.595294,78.847771,98.935934,61.124770,43.493872,0.000000,0.000000,0.000000
46.346803,93.410353,84.610155,29.854956,76.128275,98.908207,119.672078,98.009333,102.050205,87.113970,108.423599,35.084536,33.502414,49.589927,94.829867,49.651536,43.473418,0.000000,0.000000,0.000000
45.805906,87.581687,89.188396,29.854956,76.128275,98.908207,109.205488,101.607444,100.824588,94.577745,96.439790,38.932732,34.622061,49.081725,90.940809,47.057235,43.586774,0.000000,0.000000,0.000000
39.508053,87.044045,83.936319,149.274778,87.003743,98.908207,99.463039,102.737739,101.039798,88.395235,101.845172,39.168375,36.562482,43.164553,92.622821,44.061573,42.476938,0.000000,0.000000,0.000000
106.253377,134.173293,115.643040,59.709911,76.128275,90.031830,109.914503,104.772731,96.323722,145.429121,113.945684,96.046735,75.032978,105.875385,93.096339,96.129561,72.500796,0.000000,0.000000,0.000000
154.797285,108.699960,118.508769,59.709911,76.128275,74.815182,86.010607,104.298014,95.095546,131.424107,90.080377,157.433062,153.714407,151.485005,92.323992,140.631958,154.300742,0.000000,0.000000,0.000000
151.826011,113.520786,114.502384,29.854956,76.128275,67.206859,82.883012,106.200484,93.647184,132.715147,97.367083,163.090788,151.321273,148.693333,94.531519,151.254459,197.160821,0.000000,0.000000,0.000000
156.512359,107.164170,110.073666,29.854956,76.128275,71.011021,79.822565,105.427297,94.693212,127.215190,95.613116,172.000546,161.773393,153.096410,95.160232,160.482095,227.447458,0.000000,0.000000,0.000000
155.981149,103.590551,113.092992,29.854956,76.128275,71.011021,78.243631,105.561128,94.785759,126.960317,89.957164,176.082272,162.222987,152.597309,94.755103,167.210673,246.746567,0.000000,0.000000,0.000000
157.378234,111.503094,111.202846,29.854956,76.128275,71.011021,79.606585,103.557117,94.941032,126.250142,98.474167,177.681421,163.471075,153.909946,96.026984,170.223163,257.049954,0.000000,0.000000,0.000000
166.550559,107.939967,107.245423,29.854956,125.067880,68.474913,78.196419,106.062063,94.345256,125.591747,98.845025,183.731754,175.368701,162.527840,94.087501,171.167468,257.586347,0.000000,0.000000,0.000000
165.282851,98.180506,107.465626,29.854956,76.128275,68.474913,80.440926,108.434489,94.073622,124.741781,89.723663,178.245276,173.078166,161.336760,94.859805,164.227116,248.512299,0.000000,0.000000,0.000000
163.606188,103.102955,98.417857,29.854956,76.128275,67.206859,81.585723,106.194684,93.426485,121.192533,102.884158,170.610368,172.525124,159.761445,93.371172,152.502927,227.661500,0.000000,0.000000,0.000000
139.793823,105.412237,98.263213,29.854956,81.566009,67.206859,90.930316,104.538408,91.917969,118.779047,105.354082,139.602689,140.727826,137.388443,96.196073,126.585583,192.680720,0.000000,0.000000,0.000000
105.527619,87.740006,78.865800,29.854956,184.882953,68.474913,115.527539,120.391239,93.910759,111.981179,109.259761,91.689521,90.410262,105.193496,106.228896,94.167206,130.546649,0.000000,0.000000,0.000000
58.442380,30.715500,30.369850,29.854956,76.128275,71.011021,82.815898,90.228233,99.464256,26.496736,99.326754,70.044270,104.413335,60.954374,114.848630,67.303339,26.470113,0.000000,0.000000,0.000000
50.679616,23.489084,19.692251,29.854956,76.128275,63.402697,72.770445,103.347467,97.154686,22.632825,117.144534,67.784360,103.471370,53.660838,111.257837,60.715180,26.533477,0.000000,0.000000,0.000000
50.679616,23.489084,19.692251,29.854956,76.128275,63.402697,72.770445,103.347467,97.154686,22.632825,117.144534,68.408195,103.471370,53.660838,112.289116,61.903680,26.533477,0.000000,0.000000,0.000000
50.679616,23.489084,19.692251,29.854956,76.128275,63.402697,72.770445,103.347467,97.154686,22.632825,117.144534,69.050542,103.471370,53.660838,113.339692,63.127448,26.533477,0.000000,0.000000,0.000000
50.679616,23.489084,19.692251,29.854956,76.128275,63.402697,72.770445,103.347467,97.154686,22.632825,117.144534,69.712141,103.471370,53.660838,114.410113,64.387894,26.533477,0.000000,0.000000,0.000000
50.679616,23.489084,19.692251,29.854956,76.128275,63.402697,72.770445,103.347467,97.154686,22.632825,117.144534,70.393769,103.471370,53.660838,115.500945,65.686498,26.533477,0.000000,0.000000,0.000000
50.679616,23.489084,19.692251,29.854956,76.128275,63.402697,72.770445,103.347467,97.154686,22.632825,117.144534,71.096245,103.471370,53.660838,116.612778,67.024820,26.533477,0.000000,0.000000,0.000000
43.145790,14.479477,11.959474,29.854956,76.128275,63.402697,61.212456,102.934445,97.204445,13.798937,118.902805,71.651738,106.574539,46.582402,117.746225,64.058955,26.701742,0.000000,0.000000,0.000000
28.923824,2.628334,1.955920,29.854956,76.128275,64.670751,39.811494,99.295298,96.864946,2.291577,131.971654,71.607500,109.176561,33.220098,118.901922,56.795680,27.403634,0.000000,0.000000,0.000000
37.247477,9.805882,8.134004,29.854956,81.566009,63.402697,53.297532,102.859965,97.115927,9.361497,118.395061,71.757127,106.898445,41.040620,120.080530,62.243127,28.545915,0.000000,0.000000,0.000000
58.638505,21.742677,18.169002,29.854956,76.128275,63.402697,63.188882,103.244729,97.160444,20.880263,117.525808,89.342658,119.354857,61.138644,121.282738,84.246534,29.997413,0.000000,0.000000,0.000000
84.244853,33.649256,28.223955,29.854956,76.128275,63.402697,65.853314,103.366732,97.147203,32.451154,117.087058,117.264527,140.906732,85.197190,122.509261,114.499987,31.626858,0.000000,0.000000,0.000000
110.987893,45.625271,38.263657,29.854956,76.128275,63.402697,66.802807,103.389964,97.157236,43.974160,117.103610,147.612017,164.811068,110.323718,123.760846,146.522981,33.312503,0.000000,0.000000,0.000000
125.764237,47.860557,40.069452,29.854956,76.128275,63.402697,63.334545,103.472197,97.314382,45.950264,117.304763,170.313416,182.905231,124.206890,125.038267,171.527961,34.061566,0.000000,0.000000,0.000000
132.384331,49.892430,41.966283,29.854956,76.128275,63.402697,62.310298,103.285053,97.166462,48.197747,116.757679,181.659469,189.909186,130.426826,126.342334,185.499561,33.242325,0.000000,0.000000,0.000000
136.904906,52.063280,43.684585,29.854956,76.128275,65.938805,62.664909,103.401875,97.218126,50.119089,117.045471,185.876186,193.852210,134.674150,127.673888,189.367078,31.207537,0.000000,0.000000,0.000000
139.723996,54.076077,45.508426,29.854956,76.128275,63.402697,64.278682,103.422632,97.177031,52.283703,116.698336,182.733989,194.936171,137.322837,129.033809,182.175400,28.158563,0.000000,0.000000,0.000000
135.017514,55.672792,46.643410,29.854956,76.128275,64.670751,69.029122,103.003574,97.150269,53.331736,117.220619,166.376912,186.070345,132.900844,128.243909,160.469627,24.180831,0.000000,0.000000,0.000000
108.572848,46.700281,39.252023,29.854956,76.128275,63.402697,68.681603,103.324200,97.172235,44.988200,116.844627,133.327261,160.309842,108.054654,122.487014,123.602209,19.464551,0.000000,0.000000,0.000000
85.901357,39.743744,33.011628,29.854956,76.128275,65.938805,73.379925,103.297148,97.390871,38.093148,118.236928,100.762380,135.162499,86.753564,117.026969,88.931016,14.585669,0.000000,0.000000,0.000000
