VLFPWR,LFPWR,HFPWR,VLFP,LFP,HFP,VLFWFV,LFWFV,HFWFV,TP,LFHF,FREQRATIO,FREQRATIOV,NFBV,PR,SDNN,O2SD,BR,SDBB,MINVENT
62.586944,29.442041,25.032509,29.854956,76.128275,63.402697,75.883085,103.470917,97.096838,28.645882,115.508736,71.144287,112.032676,64.848416,112.032930,58.321660,10.823221,0.000000,0.000000,0.000000
37.930050,19.888082,16.746661,29.854956,87.003743,67.206859,82.120041,103.614623,97.413713,19.161115,116.631530,41.210334,85.183603,41.681933,107.447681,32.186819,13.582116,0.000000,0.000000,0.000000
15.733501,10.067199,8.907191,59.709911,81.566009,67.206859,96.954780,102.761235,97.233387,9.959248,110.999041,11.404760,56.026490,20.827078,103.223001,12.433997,21.235885,0.000000,0.000000,0.000000
6.433484,2.859441,3.813365,29.854956,76.128275,67.206859,71.666129,104.251740,103.210768,3.276773,73.641754,16.201118,63.819691,12.089211,101.201897,5.583148,26.871313,0.000000,0.000000,0.000000
6.458140,2.646514,2.351980,29.854956,81.566009,64.670751,71.782554,103.259864,97.875676,2.601201,110.507512,16.120325,64.174326,12.112377,101.167823,5.520993,30.021885,0.000000,0.000000,0.000000
6.458140,2.646514,2.351980,29.854956,81.566009,64.670751,71.782554,103.259864,97.875676,2.601201,110.507512,16.120325,64.174326,12.112377,101.167823,5.520993,31.588459,0.000000,0.000000,0.000000
12.526009,10.700267,24.730588,59.709911,76.128275,102.712369,103.336844,96.739333,95.696674,20.160757,42.492420,5.464157,42.622022,17.813466,101.167823,10.705809,31.805957,0.000000,0.000000,0.000000
23.129583,13.859688,27.184309,59.709911,76.128275,106.516531,76.236588,106.520615,100.020506,24.064678,50.071021,30.028425,68.502128,27.776097,101.204519,19.800611,30.703063,0.000000,0.000000,0.000000
28.083642,20.431743,36.290045,29.854956,92.441476,105.248477,74.706550,107.382339,98.908418,32.116412,55.292880,36.344339,70.475869,32.430702,101.972031,25.349282,28.124869,0.000000,0.000000,0.000000
27.288172,31.364444,41.010906,29.854956,81.566009,106.516531,71.577831,103.932455,100.789337,39.934016,75.108576,39.096783,66.815738,31.683315,101.784699,28.259854,23.592572,0.000000,0.000000,0.000000
31.533182,28.966650,43.070231,29.854956,146.818816,106.516531,72.765522,104.572654,101.693772,39.807124,66.049930,42.511015,71.145781,35.671731,101.167823,31.707161,16.056628,0.000000,0.000000,0.000000
42.364432,59.603916,61.223927,29.854956,108.754678,106.516531,100.442814,104.725608,98.668044,65.351189,95.610352,37.437216,52.752032,45.848275,101.167823,38.886851,14.486489,0.000000,0.000000,0.000000
69.525861,77.520662,58.857699,29.854956,81.566009,106.516531,123.930518,92.830931,100.476847,61.399922,129.349721,48.142496,73.026933,71.367902,101.167823,55.608298,41.323932,0.000000,0.000000,0.000000
79.693235,78.801721,63.438018,29.854956,81.566009,106.516531,111.683713,94.001849,99.235964,67.869903,121.993699,62.647059,88.245789,80.920699,101.167823,60.827498,43.024095,0.000000,0.000000,0.000000
74.687199,83.645528,68.010521,29.854956,81.566009,103.980423,110.750007,94.797981,99.518325,73.079858,120.786369,61.608610,79.917991,76.217258,101.167823,62.921425,43.900918,0.000000,0.000000,0.000000
73.783878,81.275591,70.486579,29.854956,81.566009,106.516531,109.951121,93.688573,99.620427,72.866163,113.241341,60.624456,79.455182,75.368540,101.167823,61.150898,44.114146,0.000000,0.000000,0.000000
67.085473,85.096688,73.345328,29.854956,81.566009,106.516531,118.900382,94.561777,99.860494,76.054331,113.944011,50.967007,64.572818,69.075027,100.390389,58.399669,43.673498,0.000000,0.000000,0.000000
57.915121,85.674363,72.504312,29.854956,81.566009,106.516531,127.249141,94.255252,100.449659,74.463631,116.048184,40.178787,49.944266,60.458986,98.112141,55.365596,42.558668,0.000000,0.000000,0.000000
58.126001,85.140043,73.719787,29.854956,81.566009,102.712369,126.878972,94.360737,101.601441,73.834596,113.422991,40.337505,50.772460,60.657119,97.968188,55.086928,40.714314,0.000000,0.000000,0.000000
60.389323,88.334073,72.992676,29.854956,81.566009,103.980423,125.863648,93.501017,101.856879,71.611704,118.850296,42.024116,55.298127,62.783632,98.336911,55.021530,38.034456,0.000000,0.000000,0.000000
60.539503,87.542691,73.615921,29.854956,81.566009,103.980423,125.185936,93.126867,100.983898,72.848603,116.788328,42.313753,55.147273,62.924734,97.034856,54.745441,34.323951,0.000000,0.000000,0.000000
61.326475,87.218841,75.608787,29.854956,76.128275,103.980423,122.834467,93.055115,100.516234,73.527573,113.289418,44.236651,57.039428,63.664137,96.925301,55.270410,29.192409,0.000000,0.000000,0.000000
52.362681,85.204216,84.508588,29.854956,81.566009,102.712369,107.425123,95.977588,99.294424,83.540329,99.017404,46.232536,49.735866,55.242169,95.614458,52.627321,23.368006,0.000000,0.000000,0.000000
42.355875,45.331988,68.876371,29.854956,97.879210,107.784585,87.139215,103.261550,100.634242,60.065830,64.637687,44.430582,63.576438,45.840235,93.662230,38.915225,0.000000,0.000000,0.000000,0.000000
38.781940,45.750923,67.045701,29.854956,97.879210,105.248477,88.615469,99.907744,100.861702,57.331586,67.016265,40.238708,60.143582,42.482330,93.969799,35.979264,0.000000,0.000000,0.000000,0.000000
29.162286,44.500644,65.532296,29.854956,97.879210,105.248477,89.915840,101.120018,100.897240,56.143511,66.690230,32.333709,48.864702,33.444146,95.629673,31.839073,0.000000,0.000000,0.000000,0.000000
27.087946,47.204297,63.034410,29.854956,97.879210,105.248477,100.433337,100.818493,100.707044,56.130843,73.545337,25.020791,40.324057,31.495192,95.553644,30.498700,0.000000,0.000000,0.000000,0.000000
22.077398,47.008425,64.806357,29.854956,130.505614,105.248477,126.214142,100.187170,100.439365,57.891188,71.237619,7.702715,18.431296,26.787512,97.491380,28.296508,0.000000,0.000000,0.000000,0.000000
22.695611,45.457425,65.323131,208.984690,130.505614,105.248477,118.091785,98.588603,100.185677,56.251380,68.342228,12.286599,24.841709,27.368356,97.745099,28.288929,0.000000,0.000000,0.000000,0.000000
23.013231,47.219022,63.228714,208.984690,81.566009,105.248477,119.835318,95.353280,99.622184,53.954430,73.342202,12.086340,25.534506,27.666777,96.862809,29.333318,0.000000,0.000000,0.000000,0.000000
21.545726,46.886673,62.517261,208.984690,81.566009,105.248477,121.604448,95.436180,99.945103,53.038459,73.654753,10.054840,23.326612,26.287977,98.578882,28.699638,0.000000,0.000000,0.000000,0.000000
20.867093,47.977195,61.114393,208.984690,87.003743,105.248477,120.436299,96.952269,99.654762,54.838420,77.097918,10.696194,22.167298,25.650365,97.936256,29.431999,12.248071,0.000000,0.000000,0.000000
20.457961,46.423288,62.648770,208.984690,97.879210,105.248477,119.202232,95.718155,99.696795,54.935620,72.773732,11.028982,22.352992,25.265963,97.984162,29.241075,17.448286,0.000000,0.000000,0.000000
21.835803,47.206209,60.312435,208.984690,87.003743,102.712369,118.075541,94.099399,100.031236,52.528457,76.867643,12.664155,26.018783,26.560520,98.433557,29.851794,19.756485,0.000000,0.000000,0.000000
26.941001,50.005787,59.590376,208.984690,87.003743,102.712369,121.497195,95.378077,100.049019,54.275251,82.412947,14.737310,28.957430,31.357129,98.805798,32.117923,20.556451,0.000000,0.000000,0.000000
26.792726,48.492648,59.671353,238.839645,87.003743,102.712369,119.069645,95.021742,100.428723,52.145502,79.810736,16.458780,31.440764,31.217817,98.128162,33.118306,21.272486,0.000000,0.000000,0.000000
27.248404,46.333798,60.237387,238.839645,87.003743,102.712369,119.275658,94.028224,101.595606,50.965008,75.541061,16.417267,32.539904,31.645951,98.336911,32.789555,21.912818,0.000000,0.000000,0.000000
27.308691,45.111400,61.427599,238.839645,87.003743,102.712369,113.464989,94.971721,100.610365,52.919205,72.123046,19.548217,34.857883,31.702594,97.586370,32.883529,22.483916,0.000000,0.000000,0.000000
27.714782,46.323243,60.152060,59.709911,87.003743,102.712369,119.314296,94.831773,99.631726,53.405632,75.630984,16.886726,31.638538,32.084138,97.968188,33.256205,22.990941,0.000000,0.000000,0.000000
32.075512,50.165483,60.680968,59.709911,87.003743,102.712369,126.658222,94.325795,99.821834,53.951518,81.190235,15.784102,32.123256,36.181279,97.649799,34.138736,23.438051,0.000000,0.000000,0.000000
32.488601,49.175801,62.306681,59.709911,87.003743,102.712369,120.771058,93.930084,99.158567,54.110506,77.511854,19.047923,35.943393,36.569398,97.602220,34.056552,23.828618,0.000000,0.000000,0.000000
40.055216,59.848507,69.887434,59.709911,119.630146,102.712369,113.669897,101.238575,101.192287,67.523450,84.101846,29.378296,41.084881,43.678642,98.320822,39.069695,24.165385,0.000000,0.000000,0.000000
45.114872,59.593183,73.276558,59.709911,92.441476,102.712369,113.213930,99.679578,101.511076,68.516484,79.869841,33.093569,46.669792,48.432462,98.320822,40.632225,20.604094,0.000000,0.000000,0.000000
49.140568,60.561106,72.595882,29.854956,92.441476,102.712369,105.651857,99.455928,101.278106,68.780720,81.928143,40.912948,55.615930,52.214820,98.611235,43.941551,13.031908,0.000000,0.000000,0.000000
54.357212,68.823683,74.453010,29.854956,92.441476,107.784585,110.381934,96.698457,101.316759,72.133434,90.783505,43.851288,56.985893,57.116139,97.968188,49.052964,0.000000,0.000000,0.000000,0.000000
74.320424,76.063244,83.409322,29.854956,114.192412,107.784585,90.816741,98.523153,98.761042,82.237734,89.559477,71.955362,85.770773,75.872653,96.722496,63.067055,0.000000,0.000000,0.000000,0.000000
74.763339,84.701368,82.920676,29.854956,114.192412,103.980423,90.453009,96.718275,98.045736,84.153460,100.318005,73.208400,85.382506,76.288795,98.627419,64.647636,0.000000,0.000000,0.000000,0.000000
72.841692,88.814402,79.855097,89.564867,81.566009,103.980423,89.443530,95.593420,98.308018,84.290485,109.227516,73.317098,83.650983,74.483304,98.320822,65.766889,0.000000,0.000000,0.000000,0.000000
76.142755,87.855789,80.975743,59.709911,97.879210,105.248477,89.408726,95.201057,98.472040,83.582551,106.553259,76.959841,87.931860,77.584831,99.050085,69.370996,0.000000,0.000000,0.000000,0.000000
79.151383,90.695148,88.319107,59.709911,97.879210,103.980423,92.063875,97.289566,99.242793,89.363459,100.851111,77.984021,86.522087,80.411599,98.838300,70.968734,12.706467,0.000000,0.000000,0.000000
89.999887,91.106044,82.851331,89.564867,81.566009,103.980423,93.606178,93.877512,99.094605,85.034610,107.993844,84.691047,100.792070,90.604354,97.003530,74.440428,13.759980,0.000000,0.000000,0.000000
90.317970,85.589751,83.728626,29.854956,81.566009,103.980423,94.614951,93.840885,100.108646,81.272580,100.391998,84.574624,102.767561,90.903211,94.994762,74.909315,13.759980,0.000000,0.000000,0.000000
91.121906,80.406274,78.806853,29.854956,81.566009,97.640153,97.417590,92.876097,99.243596,74.921545,100.202200,82.758690,105.772838,91.658552,96.011642,73.448391,13.759980,0.000000,0.000000,0.000000
90.855029,83.505824,77.846144,29.854956,97.879210,110.320693,98.449616,93.012911,99.541980,77.285404,105.349132,82.015998,103.482488,91.407806,94.442380,73.332354,13.759980,0.000000,0.000000,0.000000
87.964054,89.388949,83.652652,29.854956,97.879210,110.320693,94.959700,92.038546,100.032501,79.178184,104.943469,82.937951,101.043413,88.691580,96.119140,74.489872,13.759980,0.000000,0.000000,0.000000
89.967352,84.003912,84.444047,89.564867,97.879210,107.784585,100.310507,90.914120,99.347821,80.021283,97.697122,80.118494,99.768562,90.573786,103.609804,72.465890,13.759980,0.000000,0.000000,0.000000
63.912713,82.619073,75.624138,89.564867,97.879210,110.320693,113.983891,89.792411,101.514048,70.204778,107.292949,49.424672,67.149274,66.094047,98.224398,53.717557,13.759980,0.000000,0.000000,0.000000
55.238325,76.127807,75.322426,149.274778,87.003743,110.320693,122.302468,90.400072,102.892112,66.624938,99.259098,37.947084,54.275798,57.943992,95.447406,48.843988,13.759980,0.000000,0.000000,0.000000
61.051237,79.340477,78.422187,149.274778,97.879210,110.320693,122.781585,91.186428,102.317299,70.012544,99.358988,42.286209,58.798108,63.405536,92.765802,51.776880,13.759980,0.000000,0.000000,0.000000
60.208856,83.361561,84.569710,149.274778,125.067880,109.052639,134.464676,91.554320,103.350004,69.349567,96.806005,36.473114,51.393204,62.614074,97.586370,53.227530,28.293673,0.000000,0.000000,0.000000
55.630888,83.786641,94.751615,149.274778,103.316944,109.052639,135.333607,97.115334,99.710118,81.682010,86.843928,33.315228,38.362481,58.312826,91.369449,52.658181,44.091436,0.000000,0.000000,0.000000
60.726439,87.533203,91.612108,29.854956,103.316944,91.299884,113.715079,101.600468,100.005532,87.729326,93.836379,47.823634,53.377776,63.100371,94.279395,53.584801,57.977815,0.000000,0.000000,0.000000
64.192221,77.599217,90.689311,29.854956,103.316944,91.299884,104.922491,99.354369,99.987575,79.254743,84.033516,55.092876,67.481755,66.356660,95.280936,55.175433,66.310418,0.000000,0.000000,0.000000
97.144620,97.928251,102.672553,29.854956,103.316944,91.299884,106.053316,101.302826,100.874755,96.488093,93.670952,84.451094,95.190310,97.317216,96.738066,79.285687,71.686801,0.000000,0.000000,0.000000
128.483837,88.633670,94.722699,29.854956,130.505614,91.299884,86.537677,98.109816,102.084267,79.547082,91.895865,127.513171,152.970156,126.762102,94.620826,110.470576,70.674938,0.000000,0.000000,0.000000
128.835352,97.884124,96.055244,29.854956,114.192412,91.299884,86.814066,104.429461,101.112558,90.268741,100.078890,128.029081,146.969812,127.092368,93.125192,111.378337,67.141919,0.000000,0.000000,0.000000
132.522150,101.565513,102.088150,29.854956,130.505614,91.299884,86.355972,105.247195,100.976741,99.433408,97.706225,131.576181,146.192901,130.556315,95.265832,113.991205,64.260598,0.000000,0.000000,0.000000
131.699734,115.090219,103.347139,29.854956,114.192412,91.299884,83.722323,101.088014,101.486745,99.177902,109.368248,133.781307,146.918141,129.783610,93.823086,116.381070,102.921984,0.000000,0.000000,0.000000
132.580019,112.724607,103.506450,29.854956,119.630146,64.670751,83.085999,100.734608,101.762917,99.149690,106.955375,135.488663,148.331589,130.610686,96.134517,118.117230,136.520368,0.000000,0.000000,0.000000
127.921358,109.632667,102.233658,29.854956,119.630146,64.670751,77.245101,101.203569,101.644312,98.961622,105.316733,136.247768,146.415005,126.233622,95.386804,118.381202,143.467978,0.000000,0.000000,0.000000
130.177956,107.569624,104.422523,29.854956,119.630146,64.670751,78.621490,101.885770,101.446265,102.876230,101.168839,137.165338,145.961672,128.353818,96.831593,119.249102,145.715175,0.000000,0.000000,0.000000
127.890644,106.855104,98.445106,29.854956,119.630146,115.392908,76.575225,98.556657,102.768230,93.494824,106.598830,136.895139,149.955899,126.204764,99.724007,118.975381,155.688232,0.000000,0.000000,0.000000
135.572879,119.964123,101.973075,29.854956,92.441476,68.474913,79.438789,97.370188,102.424444,96.837545,115.535957,141.002226,155.293651,133.422639,99.131783,121.981327,165.718034,0.000000,0.000000,0.000000
129.179099,120.216216,100.290941,29.854956,92.441476,68.474913,73.772601,98.016454,102.834743,98.551091,117.720648,141.037034,150.144311,127.415338,103.395882,122.775236,166.493746,0.000000,0.000000,0.000000
120.782038,131.850208,102.462851,89.564867,92.441476,65.938805,90.738856,96.108804,101.473121,101.157660,126.376313,120.159751,128.948217,119.525845,107.791366,108.364181,160.262701,0.000000,0.000000,0.000000
70.768406,108.621804,95.176315,149.274778,92.441476,116.660962,92.642149,101.449283,103.530690,96.279048,112.082917,71.874728,72.382507,72.535341,95.145166,68.290862,144.243684,0.000000,0.000000,0.000000
72.072075,100.388681,93.897135,29.854956,92.441476,116.660962,92.232958,93.102273,104.127487,84.386643,104.998649,71.583491,81.072024,73.760208,91.383343,66.023152,115.029846,0.000000,0.000000,0.000000
71.159302,100.192264,87.729290,29.854956,92.441476,109.052639,93.219746,94.843015,103.972544,82.478599,112.160742,70.141262,80.544968,72.902609,93.472836,65.175049,58.248297,0.000000,0.000000,0.000000
73.421706,100.472983,83.040271,89.564867,92.441476,109.052639,105.942619,92.658064,104.060264,75.706673,118.826099,65.752397,79.713758,75.028259,91.914479,67.274069,48.369638,0.000000,0.000000,0.000000
77.403430,103.278230,81.468137,89.564867,92.441476,116.660962,104.369611,92.790374,104.480977,76.479365,124.500846,69.301904,84.821625,78.769303,94.531519,68.481682,50.665484,0.000000,0.000000,0.000000
78.284004,99.965970,83.918759,89.564867,97.879210,116.660962,105.051345,92.659282,104.410975,75.720948,116.988840,68.946009,85.892786,79.596650,94.161214,67.604809,50.396408,0.000000,0.000000,0.000000
80.452715,92.036687,80.486975,89.564867,97.879210,109.052639,108.454686,94.985282,105.296893,73.327533,112.301789,67.301375,87.832182,81.634271,98.256518,65.706164,51.540757,0.000000,0.000000,0.000000
73.187717,99.987286,92.740166,89.564867,97.879210,109.052639,109.429482,94.574543,103.498028,80.903154,105.883480,63.272817,74.380005,74.808414,94.934734,66.270948,54.414531,0.000000,0.000000,0.000000
80.806467,92.773372,111.708958,89.564867,97.879210,119.197070,114.896820,99.679380,103.625883,92.123291,81.561770,63.613826,73.534902,81.966641,93.560153,64.769209,52.895626,0.000000,0.000000,0.000000
80.586436,93.078281,115.731305,89.564867,97.879210,115.392908,113.722449,100.063892,103.185557,96.334370,78.985761,64.126014,71.508503,81.759910,94.472074,64.790664,57.990630,0.000000,0.000000,0.000000
83.360925,101.225516,111.020813,89.564867,108.754678,117.929016,115.633973,100.554191,102.575534,97.819514,89.544083,65.380949,72.762955,84.366692,96.738066,66.318539,63.894394,0.000000,0.000000,0.000000
77.862446,101.050735,110.565545,29.854956,76.128275,117.929016,112.223671,98.732950,102.164990,97.352066,89.757545,62.528449,68.613599,79.200574,92.522997,62.972275,65.808779,0.000000,0.000000,0.000000
75.636306,92.289275,108.062256,59.709911,92.441476,117.929016,113.781899,100.814053,102.229508,95.855445,83.874222,59.848067,65.982727,77.108995,91.704085,61.650110,69.765090,0.000000,0.000000,0.000000
70.618164,95.785657,107.141236,59.709911,92.441476,117.929016,115.892161,99.921745,102.086082,95.775143,87.800124,55.463852,58.950042,72.394180,98.192298,60.425925,75.233804,0.000000,0.000000,0.000000
77.754894,85.891851,111.059348,59.709911,92.441476,117.929016,116.720228,103.561613,102.430882,94.453015,75.953561,59.798939,67.557138,79.099523,91.106256,62.376255,82.263272,0.000000,0.000000,0.000000
78.728183,82.250135,111.373213,89.564867,92.441476,119.197070,113.006060,102.599140,102.691663,93.276935,72.528246,62.526885,71.541910,80.013980,93.240786,62.885948,95.071773,0.000000,0.000000,0.000000
80.056640,81.923818,110.587358,89.564867,92.441476,117.929016,112.252094,102.897685,101.718097,93.511375,72.753853,63.985490,73.393265,81.262137,94.755103,63.582386,96.834099,0.000000,0.000000,0.000000
77.601130,83.895142,122.088533,89.564867,114.192412,119.197070,109.431942,104.096523,102.161142,103.182559,67.485931,64.935418,66.537876,78.955053,97.380792,65.027500,95.535567,0.000000,0.000000,0.000000
68.266283,79.919111,123.371222,59.709911,114.192412,119.197070,107.730455,100.856183,103.198766,97.546736,63.619181,59.349948,59.932915,70.184461,96.706930,62.019698,101.317757,0.000000,0.000000,0.000000
67.764767,71.776551,94.868497,119.419823,92.441476,119.197070,108.133917,97.649047,104.305880,75.022350,74.303945,56.229378,72.241257,69.713259,93.168506,56.979519,94.003256,0.000000,0.000000,0.000000
72.612686,82.676351,89.639394,119.419823,114.192412,121.733178,109.580090,94.668335,105.145023,70.810004,90.580287,59.938003,79.504609,74.268141,93.999197,60.643265,76.270715,0.000000,0.000000,0.000000
68.802426,77.892398,91.297914,119.419823,114.192412,121.733178,107.610048,94.030573,104.717589,70.338979,83.788713,58.008107,76.485819,70.688196,94.102234,58.806739,95.253455,0.000000,0.000000,0.000000
69.137055,75.261818,95.608682,119.419823,87.003743,109.052639,104.441846,93.500891,103.297806,72.796938,77.308754,59.997240,77.289848,71.002599,94.964739,59.093505,106.974987,0.000000,0.000000,0.000000
71.948960,105.121425,96.889624,119.419823,81.566009,123.001232,98.525602,97.595458,103.995002,90.880254,106.552899,68.890452,73.476175,73.644534,92.851802,67.308267,113.300938,0.000000,0.000000,0.000000
72.356685,101.955293,96.155361,119.419823,81.566009,123.001232,97.499863,96.733544,103.497767,89.229288,104.132806,69.013543,75.511541,74.027614,99.328408,66.109309,117.736685,0.000000,0.000000,0.000000
67.616502,99.414688,99.239773,29.854956,87.003743,123.001232,98.227028,96.500048,103.396130,89.895871,98.382101,64.391324,69.173677,69.573956,93.501924,62.770634,126.859257,0.000000,0.000000,0.000000
58.611871,96.730815,94.817820,119.419823,81.566009,115.392908,91.897371,96.725720,104.642176,83.712701,100.190416,61.093800,65.970139,61.113620,92.394967,59.163326,119.470696,0.000000,0.000000,0.000000
58.177275,109.219759,101.191399,119.419823,103.316944,110.320693,100.231504,95.079173,104.451410,89.138831,106.000744,57.357470,57.443515,60.705294,94.353410,60.813783,116.927165,0.000000,0.000000,0.000000
55.230352,111.076264,89.057895,29.854956,103.316944,107.784585,98.991650,94.041718,104.378994,83.042967,122.489859,56.139124,58.283894,57.936501,96.057683,60.199721,118.215430,0.000000,0.000000,0.000000
56.212607,104.001705,85.198477,29.854956,103.316944,107.784585,97.064286,95.528486,103.665640,82.674735,119.883642,56.606894,60.766852,58.859382,94.650633,58.181274,110.052975,0.000000,0.000000,0.000000
55.352555,109.082991,88.650253,29.854956,103.316944,107.784585,97.218572,95.716990,104.257423,86.864115,120.844909,57.101405,57.232647,58.051317,97.936256,60.137729,110.357049,0.000000,0.000000,0.000000
58.379495,97.813132,88.694658,89.564867,87.003743,107.784585,102.841148,99.268273,103.671718,86.698424,108.305622,54.232430,57.580600,60.895291,93.955107,57.267535,110.605323,0.000000,0.000000,0.000000
58.982377,107.402141,89.342384,29.854956,87.003743,107.784585,101.679307,97.835290,103.210328,89.976519,118.061067,56.150409,57.049930,61.461731,96.722496,59.156852,98.687616,0.000000,0.000000,0.000000
61.508391,106.750803,86.211967,29.854956,87.003743,109.052639,98.638058,96.334856,104.360111,82.511754,121.605971,60.369581,66.117772,63.835057,99.361254,61.627748,88.050512,0.000000,0.000000,0.000000
62.638220,90.787434,80.558267,29.854956,141.381082,107.784585,96.846166,95.606939,105.002303,73.802215,110.679433,59.907929,73.555438,64.896592,94.964739,57.826510,77.574243,0.000000,0.000000,0.000000
69.226767,93.339193,81.500841,29.854956,108.754678,107.784585,105.760218,96.826839,104.229739,77.886855,112.474287,60.115747,73.659418,71.086887,92.423388,60.547940,65.243775,0.000000,0.000000,0.000000
72.155701,97.925703,77.168490,29.854956,108.754678,107.784585,99.133913,95.392150,103.475817,77.552297,124.625811,68.156202,81.130682,73.838779,94.964739,66.310979,51.830548,0.000000,0.000000,0.000000
61.465098,105.990246,81.538088,29.854956,108.754678,107.784585,94.060503,93.079110,101.701106,80.000853,127.660540,66.107428,70.198739,63.794381,94.412705,68.024949,53.657404,0.000000,0.000000,0.000000
65.227231,98.174363,70.356535,29.854956,81.566009,107.784585,97.607766,96.484508,102.247355,77.906439,137.039242,64.698371,73.737401,67.329108,93.501924,65.125612,53.496953,0.000000,0.000000,0.000000
67.422931,89.680137,72.378363,29.854956,87.003743,107.784585,105.360121,97.334408,101.324845,76.163866,121.685494,60.450565,72.794143,69.392086,94.874781,62.589556,52.447014,0.000000,0.000000,0.000000
80.224519,85.363017,67.156866,29.854956,87.003743,103.980423,108.948135,98.019963,101.629410,70.865412,124.833352,66.067936,88.713600,81.419869,95.024805,64.077921,50.908694,0.000000,0.000000,0.000000
75.700136,81.050064,68.562145,119.419823,87.003743,103.980423,111.402772,101.618897,100.309603,75.929627,116.096805,60.729656,79.057335,77.168967,94.353410,60.886714,51.198085,0.000000,0.000000,0.000000
63.703940,75.075973,66.128596,179.129734,87.003743,109.052639,118.535972,99.329222,100.471913,68.031117,111.496944,47.618200,65.519674,65.897893,96.675815,55.036810,49.643492,0.000000,0.000000,0.000000
59.152854,70.766926,63.478441,179.129734,125.067880,109.052639,126.656112,98.928862,99.759359,66.079087,109.485190,39.323832,56.619550,61.621903,98.611235,51.906016,50.264124,0.000000,0.000000,0.000000
60.275217,68.836447,60.781390,149.274778,125.067880,107.784585,134.237486,99.907974,100.807053,63.989932,111.224155,36.240757,54.726783,62.676423,99.262779,52.491304,53.768463,0.000000,0.000000,0.000000
56.882895,61.963084,64.379310,149.274778,87.003743,107.784585,130.857371,93.935926,101.304868,59.144744,94.523110,35.089538,55.566456,59.489154,99.197238,50.310264,54.249268,0.000000,0.000000,0.000000
59.493509,63.229387,69.016683,268.694601,87.003743,107.784585,133.469585,92.422257,100.293697,63.168619,89.973826,36.366449,54.741820,61.941967,101.543911,52.744573,54.302475,0.000000,0.000000,0.000000
55.891108,57.853264,70.992512,388.114424,87.003743,107.784585,130.813460,94.004740,99.053049,61.982626,80.032545,33.784224,52.781913,58.557316,99.295583,48.771322,57.252837,0.000000,0.000000,0.000000
55.448768,57.417138,72.815986,208.984690,103.316944,107.784585,132.836269,94.181613,99.461944,62.587182,77.440137,32.408574,50.734955,58.141714,99.690920,48.615649,56.765751,0.000000,0.000000,0.000000
56.586124,54.796053,71.283763,388.114424,76.128275,107.784585,137.534013,91.773842,99.470294,58.940994,75.493569,30.843950,51.447859,59.210321,97.586370,49.195192,55.784471,0.000000,0.000000,0.000000
49.255538,61.653022,66.527787,298.549557,92.441476,107.784585,142.561772,91.312711,99.751026,59.879202,91.012826,23.959899,39.425547,52.322841,101.853706,48.438383,65.546482,0.000000,0.000000,0.000000
49.105210,63.524419,97.320626,298.549557,108.754678,107.784585,139.790433,91.473871,103.589782,72.577794,64.104292,26.395845,33.464317,52.181599,100.794510,50.458217,66.478575,0.000000,0.000000,0.000000
47.204878,67.672920,97.623332,358.259468,76.128275,107.784585,136.143831,89.590749,103.279078,72.840346,68.078909,27.340500,33.221498,50.396135,100.222960,50.511658,67.315005,0.000000,0.000000,0.000000
47.276411,69.679196,98.296904,358.259468,76.128275,107.784585,134.394116,90.655437,103.356467,73.578819,69.616886,28.365838,33.894274,50.463344,99.164499,50.643832,66.417497,0.000000,0.000000,0.000000
47.057676,70.718596,97.731551,89.564867,76.128275,107.784585,132.432043,90.376621,103.489742,74.260619,71.064080,29.408722,34.385494,50.257831,99.459925,50.887346,66.040443,0.000000,0.000000,0.000000
42.624474,76.273791,98.436094,149.274778,76.128275,111.588747,126.872595,90.763250,103.108779,76.036070,76.097828,30.420893,31.423266,46.092598,99.922991,51.689437,63.983797,0.000000,0.000000,0.000000
43.569498,78.055270,96.956327,328.404512,76.128275,111.588747,125.514696,90.938659,103.071255,75.121626,79.063744,32.039229,33.849271,46.980499,101.167823,52.469690,64.300846,0.000000,0.000000,0.000000
44.180617,74.416404,94.743419,328.404512,76.128275,107.784585,127.658646,94.805722,104.031679,77.466344,77.138453,30.332093,31.945466,47.554678,99.558792,50.750169,68.374497,0.000000,0.000000,0.000000
47.537177,74.255846,94.511545,328.404512,76.128275,110.320693,130.147483,93.555149,104.374894,74.431356,77.160865,31.103041,36.176457,50.708348,99.279178,51.351218,61.871069,0.000000,0.000000,0.000000
47.565979,72.759449,94.146778,328.404512,103.316944,110.320693,131.191474,93.966219,103.989399,74.726030,75.898858,30.311550,35.429804,50.735409,100.156144,50.858496,64.312281,0.000000,0.000000,0.000000
46.396708,70.277243,94.688816,388.114424,76.128275,110.320693,133.883310,95.134618,104.311876,74.249806,72.889896,27.989158,32.775463,49.636815,101.612591,50.295099,65.121961,0.000000,0.000000,0.000000
42.229305,75.982334,93.331321,208.984690,76.128275,110.320693,133.245002,94.712828,103.214794,75.321567,79.953322,25.309404,27.664975,45.721315,97.984162,48.718858,65.059118,0.000000,0.000000,0.000000
37.522664,68.705050,63.612116,208.984690,76.128275,110.320693,149.783238,95.506413,101.524668,62.964956,106.071843,12.402735,19.741326,41.299173,100.089418,45.374585,63.471027,0.000000,0.000000,0.000000
