FRV,VLP,VLM,O2SDM,PR,SDNN
104.8224747310951,184.004879370441,165.1323295014579,164.7496127405629,77.77058500415099,189.7482330312008,174.9680777493372
101.1311151179649,116.9117967198325,107.0231163028088,129.5820276013111,86.49518996398938,131.4928551403062,142.9935893033151
99.10029819441925,79.87306722802229,87.69872384736863,88.07843850731221,101.2628847361616,82.51509480779039,90.4454114724853
96.73477793353624,55.02156007215402,60.73485256927153,49.75984605178932,124.7868219885367,37.01001333832516,29.06260062972207
